antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"rainfall_category=Moderate_Rain, irrigation_type=Drip, water_eff_category=Medium_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.068,0.294,0.034,0.5,1.7006802721088436,1.0,0.014008000000000003,1.412,0.44206008583691,0.10365853658536588,0.2917847025495751,0.3078231292517007
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, irrigation_type=Manual","moisture_category=Dry_Soil, yield_level=High_Yield",0.064,0.294,0.032,0.5,1.7006802721088436,1.0,0.013184000000000001,1.412,0.4401709401709402,0.098159509202454,0.2917847025495751,0.304421768707483
"ndvi_category=High_NDVI, water_eff_category=High_Water_Eff, fertilizer_type=Mixed","moisture_category=Dry_Soil, yield_level=High_Yield",0.06,0.294,0.03,0.5,1.7006802721088436,1.0,0.01236,1.412,0.43829787234042555,0.0925925925925926,0.2917847025495751,0.3010204081632653
"irrigation_type=Drip, water_eff_category=Medium_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.068,0.294,0.034,0.5,1.7006802721088436,1.0,0.014008000000000003,1.412,0.44206008583691,0.10365853658536588,0.2917847025495751,0.3078231292517007
"water_eff_category=High_Water_Eff, ph_category=Acidic_Soil","moisture_category=Dry_Soil, yield_level=High_Yield",0.076,0.294,0.038,0.5,1.7006802721088436,1.0,0.015656,1.412,0.4458874458874459,0.1144578313253012,0.2917847025495751,0.31462585034013607
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, fertilizer_type=Mixed","moisture_category=Dry_Soil, yield_level=High_Yield",0.06,0.294,0.03,0.5,1.7006802721088436,1.0,0.01236,1.412,0.43829787234042555,0.0925925925925926,0.2917847025495751,0.3010204081632653
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, sowing_season=Winter, ndvi_category=Medium_NDVI","moisture_category=Dry_Soil, yield_level=High_Yield",0.076,0.294,0.038,0.5,1.7006802721088436,1.0,0.015656,1.412,0.4458874458874459,0.1144578313253012,0.2917847025495751,0.31462585034013607
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, fertilizer_type=Mixed",yield_level=High_Yield,0.052,0.34,0.03,0.576923076923077,1.6968325791855203,1.0,0.012319999999999998,1.56,0.4331926863572433,0.08287292817679558,0.3589743589743591,0.33257918552036203
"crop_type=Cotton, moisture_category=Dry_Soil, water_eff_category=High_Water_Eff",yield_level=High_Yield,0.052,0.34,0.03,0.576923076923077,1.6968325791855203,1.0,0.012319999999999998,1.56,0.4331926863572433,0.08287292817679558,0.3589743589743591,0.33257918552036203
"ph_category=Neutral_Soil, sowing_season=Winter, moisture_category=Dry_Soil, region=East Africa, temp_category=Moderate_Temp",yield_level=High_Yield,0.052,0.34,0.03,0.576923076923077,1.6968325791855203,1.0,0.012319999999999998,1.56,0.4331926863572433,0.08287292817679558,0.3589743589743591,0.33257918552036203
"water_eff_category=High_Water_Eff, irrigation_type=No Irrigation, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.052,0.34,0.03,0.576923076923077,1.6968325791855203,1.0,0.012319999999999998,1.56,0.4331926863572433,0.08287292817679558,0.3589743589743591,0.33257918552036203
"fertilizer_type=Organic, water_eff_category=High_Water_Eff, sowing_season=Winter",yield_level=High_Yield,0.052,0.34,0.03,0.576923076923077,1.6968325791855203,1.0,0.012319999999999998,1.56,0.4331926863572433,0.08287292817679558,0.3589743589743591,0.33257918552036203
"rainfall_category=Moderate_Rain, sowing_season=Winter, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff, temp_category=Moderate_Temp",yield_level=High_Yield,0.066,0.34,0.038,0.5757575757575757,1.693404634581105,1.0,0.015559999999999997,1.5557142857142854,0.4384086554716556,0.10326086956521738,0.35720844811753893,0.34376114081996434
"temp_category=Moderate_Temp, sowing_season=Winter, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff",yield_level=High_Yield,0.066,0.34,0.038,0.5757575757575757,1.693404634581105,1.0,0.015559999999999997,1.5557142857142854,0.4384086554716556,0.10326086956521738,0.35720844811753893,0.34376114081996434
"fertilizer_type=Organic, ph_category=Neutral_Soil, water_eff_category=High_Water_Eff",yield_level=High_Yield,0.066,0.34,0.038,0.5757575757575757,1.693404634581105,1.0,0.015559999999999997,1.5557142857142854,0.4384086554716556,0.10326086956521738,0.35720844811753893,0.34376114081996434
"ph_category=Neutral_Soil, temp_category=Moderate_Temp, crop_type=Maize",yield_level=High_Yield,0.08,0.34,0.046,0.575,1.691176470588235,1.0,0.018799999999999997,1.5529411764705878,0.4442344045368619,0.12299465240641709,0.356060606060606,0.35514705882352937
"moisture_category=Dry_Soil, sowing_season=Winter, temp_category=Moderate_Temp, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.106,0.258,0.046,0.4339622641509434,1.6820242796548193,1.0,0.018652,1.3108666666666666,0.4535551016438089,0.14465408805031446,0.2371459085592229,0.3061284188971771
"ndvi_category=High_NDVI, temp_category=Moderate_Temp, moisture_category=Dry_Soil, water_eff_category=High_Water_Eff",yield_level=High_Yield,0.056,0.34,0.032,0.5714285714285714,1.6806722689075628,1.0,0.01296,1.5399999999999996,0.4290254237288135,0.08791208791208792,0.3506493506493506,0.33277310924369746
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, irrigation_type=Manual",yield_level=High_Yield,0.056,0.34,0.032,0.5714285714285714,1.6806722689075628,1.0,0.01296,1.5399999999999996,0.4290254237288135,0.08791208791208792,0.3506493506493506,0.33277310924369746
"water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, crop_type=Soybean",yield_level=High_Yield,0.056,0.34,0.032,0.5714285714285714,1.6806722689075628,1.0,0.01296,1.5399999999999996,0.4290254237288135,0.08791208791208792,0.3506493506493506,0.33277310924369746
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, sowing_season=Spring, moisture_category=Dry_Soil",yield_level=High_Yield,0.084,0.34,0.048,0.5714285714285714,1.6806722689075628,1.0,0.019439999999999995,1.5399999999999996,0.44213973799126627,0.1276595744680851,0.3506493506493506,0.3563025210084033
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, crop_type=Wheat",yield_level=High_Yield,0.056,0.34,0.032,0.5714285714285714,1.6806722689075628,1.0,0.01296,1.5399999999999996,0.4290254237288135,0.08791208791208792,0.3506493506493506,0.33277310924369746
"water_eff_category=High_Water_Eff, crop_type=Wheat",yield_level=High_Yield,0.07,0.34,0.04,0.5714285714285714,1.6806722689075628,1.0,0.016199999999999996,1.5399999999999996,0.4354838709677419,0.1081081081081081,0.3506493506493506,0.3445378151260504
"water_eff_category=High_Water_Eff, temp_category=Hot, moisture_category=Dry_Soil",yield_level=High_Yield,0.056,0.34,0.032,0.5714285714285714,1.6806722689075628,1.0,0.01296,1.5399999999999996,0.4290254237288135,0.08791208791208792,0.3506493506493506,0.33277310924369746
"water_eff_category=High_Water_Eff, moisture_category=Dry_Soil","ph_category=Neutral_Soil, yield_level=High_Yield",0.3,0.254,0.128,0.4266666666666667,1.6797900262467191,1.0,0.0518,1.3011627906976746,0.578125,0.30046948356807507,0.2314566577301162,0.46530183727034125
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, sowing_season=Winter","moisture_category=Dry_Soil, yield_level=High_Yield",0.162,0.294,0.08,0.49382716049382713,1.6796842193667592,1.0,0.032372000000000005,1.394780487804878,0.4828758949880669,0.21276595744680854,0.2830413038156192,0.3829680020156211
"ph_category=Neutral_Soil, moisture_category=Dry_Soil, sowing_season=Winter, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.12,0.258,0.052,0.43333333333333335,1.6795865633074936,1.0,0.021039999999999996,1.3094117647058823,0.45979020979020974,0.15950920245398773,0.2362982929020665,0.3174418604651163
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, sowing_season=Spring",yield_level=High_Yield,0.102,0.34,0.058,0.5686274509803922,1.6724336793540948,1.0,0.02332,1.53,0.4477382689501574,0.15104166666666666,0.3464052287581701,0.3696078431372549
"water_eff_category=High_Water_Eff, sowing_season=Winter","moisture_category=Dry_Soil, yield_level=High_Yield",0.216,0.294,0.106,0.49074074074074076,1.669186192995717,1.0,0.042496000000000006,1.3863272727272726,0.5113592606854064,0.26237623762376233,0.27866960444864136,0.4256424792139078
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, fertilizer_type=Mixed",yield_level=High_Yield,0.06,0.34,0.034,0.5666666666666668,1.6666666666666667,1.0,0.013600000000000001,1.5230769230769232,0.425531914893617,0.09289617486338798,0.3434343434343436,0.33333333333333337
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, sowing_season=Spring, temp_category=Moderate_Temp",yield_level=High_Yield,0.06,0.34,0.034,0.5666666666666668,1.6666666666666667,1.0,0.013600000000000001,1.5230769230769232,0.425531914893617,0.09289617486338798,0.3434343434343436,0.33333333333333337
"water_eff_category=High_Water_Eff, sowing_season=Spring, moisture_category=Dry_Soil",yield_level=High_Yield,0.106,0.34,0.06,0.5660377358490566,1.664816870144284,1.0,0.023959999999999995,1.5208695652173911,0.4466815809097687,0.15544041450777202,0.34248141795311604,0.3712541620421753
"rainfall_category=Low_Rain, water_eff_category=High_Water_Eff, ndvi_category=Medium_NDVI","ph_category=Neutral_Soil, yield_level=High_Yield",0.09,0.254,0.038,0.4222222222222222,1.6622922134733158,1.0,0.01514,1.2911538461538463,0.4378253325621747,0.12418300653594772,0.22549895740244266,0.28591426071741033
"fertilizer_type=Organic, ph_category=Neutral_Soil, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.07,0.258,0.03,0.4285714285714285,1.6611295681063118,1.0,0.011939999999999996,1.2984999999999998,0.42795698924731174,0.1006711409395973,0.22988063149788207,0.27242524916943517
"irrigation_type=No Irrigation, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.084,0.258,0.036,0.4285714285714285,1.6611295681063118,1.0,0.014327999999999997,1.2984999999999998,0.43449781659388637,0.11764705882352938,0.22988063149788207,0.2840531561461794
"ph_category=Neutral_Soil, sowing_season=Winter, moisture_category=Dry_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.084,0.258,0.036,0.4285714285714285,1.6611295681063118,1.0,0.014327999999999997,1.2984999999999998,0.43449781659388637,0.11764705882352938,0.22988063149788207,0.2840531561461794
water_eff_category=High_Water_Eff,"moisture_category=Dry_Soil, yield_level=High_Yield",0.34,0.294,0.166,0.48823529411764705,1.6606642657062824,1.0,0.06604,1.3795402298850574,0.6027747353048558,0.3547008547008547,0.2751208131978004,0.5264305722288916
"water_eff_category=High_Water_Eff, sowing_season=Spring",yield_level=High_Yield,0.124,0.34,0.07,0.5645161290322581,1.6603415559772297,1.0,0.027840000000000004,1.5155555555555555,0.4540117416829746,0.17766497461928935,0.34017595307917897,0.3851992409867173
"rainfall_category=Low_Rain, moisture_category=Dry_Soil, ndvi_category=Medium_NDVI","ph_category=Neutral_Soil, yield_level=High_Yield",0.076,0.254,0.032,0.4210526315789474,1.6576875259013677,1.0,0.012696000000000002,1.2885454545454544,0.429383116883117,0.10738255033557045,0.22393114152673915,0.27351844177372564
"ph_category=Neutral_Soil, temp_category=Moderate_Temp, moisture_category=Dry_Soil, crop_type=Maize",yield_level=High_Yield,0.064,0.34,0.036,0.5625,1.6544117647058822,1.0,0.014239999999999996,1.5085714285714285,0.42260208926875586,0.09782608695652172,0.3371212121212121,0.3341911764705882
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, irrigation_type=Manual",yield_level=High_Yield,0.064,0.34,0.036,0.5625,1.6544117647058822,1.0,0.014239999999999996,1.5085714285714285,0.42260208926875586,0.09782608695652172,0.3371212121212121,0.3341911764705882
"water_eff_category=High_Water_Eff, crop_type=Wheat, moisture_category=Dry_Soil",yield_level=High_Yield,0.064,0.34,0.036,0.5625,1.6544117647058822,1.0,0.014239999999999996,1.5085714285714285,0.42260208926875586,0.09782608695652172,0.3371212121212121,0.3341911764705882
"water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, sowing_season=Winter, temp_category=Moderate_Temp","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.108,0.258,0.046,0.42592592592592593,1.6508756818834338,1.0,0.018136,1.292516129032258,0.44199649054396567,0.14375,0.2263152640511131,0.3021102497846684
"ph_category=Neutral_Soil, sowing_season=Spring, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.094,0.258,0.04,0.425531914893617,1.6493485073396008,1.0,0.015748,1.2916296296296295,0.43454746136865346,0.12820512820512822,0.22578425187819004,0.29028533729176975
"crop_type=Soybean, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.094,0.258,0.04,0.425531914893617,1.6493485073396008,1.0,0.015748,1.2916296296296295,0.43454746136865346,0.12820512820512822,0.22578425187819004,0.29028533729176975
"rainfall_category=Moderate_Rain, sowing_season=Winter, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff, temp_category=Moderate_Temp","moisture_category=Dry_Soil, yield_level=High_Yield",0.066,0.294,0.032,0.48484848484848486,1.6491445062873635,1.0,0.012596,1.370470588235294,0.42144004282655245,0.09756097560975611,0.2703236329298653,0.29684601113172543
"ph_category=Neutral_Soil, rainfall_category=Moderate_Rain, sowing_season=Winter, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.066,0.294,0.032,0.48484848484848486,1.6491445062873635,1.0,0.012596,1.370470588235294,0.42144004282655245,0.09756097560975611,0.2703236329298653,0.29684601113172543
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.264,0.294,0.128,0.48484848484848486,1.6491445062873635,1.0,0.050384,1.370470588235294,0.5348165760869565,0.29767441860465116,0.2703236329298653,0.4601113172541744
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, crop_type=Maize","moisture_category=Dry_Soil, yield_level=High_Yield",0.066,0.294,0.032,0.48484848484848486,1.6491445062873635,1.0,0.012596,1.370470588235294,0.42144004282655245,0.09756097560975611,0.2703236329298653,0.29684601113172543
"temp_category=Moderate_Temp, sowing_season=Winter, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.066,0.294,0.032,0.48484848484848486,1.6491445062873635,1.0,0.012596,1.370470588235294,0.42144004282655245,0.09756097560975611,0.2703236329298653,0.29684601113172543
"ph_category=Neutral_Soil, sowing_season=Winter, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.066,0.294,0.032,0.48484848484848486,1.6491445062873635,1.0,0.012596,1.370470588235294,0.42144004282655245,0.09756097560975611,0.2703236329298653,0.29684601113172543
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff",yield_level=High_Yield,0.264,0.34,0.148,0.5606060606060606,1.6488413547237073,1.0,0.058239999999999986,1.502068965517241,0.5346650998824911,0.3245614035087719,0.3342516069788796,0.4979500891265597
"fertilizer_type=Organic, sowing_season=Winter, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.08,0.258,0.034,0.42500000000000004,1.6472868217054264,1.0,0.01336,1.2904347826086957,0.4271099744245524,0.11184210526315788,0.225067385444744,0.2783914728682171
"ph_category=Neutral_Soil, temp_category=Moderate_Temp, crop_type=Maize","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.08,0.258,0.034,0.42500000000000004,1.6472868217054264,1.0,0.01336,1.2904347826086957,0.4271099744245524,0.11184210526315788,0.225067385444744,0.2783914728682171
"ph_category=Neutral_Soil, crop_type=Wheat, ndvi_category=Medium_NDVI","moisture_category=Dry_Soil, yield_level=High_Yield",0.062,0.294,0.03,0.48387096774193544,1.6458196181698486,1.0,0.011772000000000001,1.367875,0.4183368869936035,0.09202453987730062,0.26893904779310973,0.292955892034233
"water_eff_category=High_Water_Eff, sowing_season=Spring","moisture_category=Dry_Soil, yield_level=High_Yield",0.124,0.294,0.06,0.48387096774193544,1.6458196181698486,1.0,0.023544000000000002,1.367875,0.44794520547945216,0.16759776536312848,0.26893904779310973,0.34397630019749836
water_eff_category=Medium_Water_Eff,"rainfall_category=Moderate_Rain, yield_level=High_Yield",0.33,0.258,0.14,0.42424242424242425,1.6443504815597838,1.0,0.054860000000000006,1.2887368421052634,0.584861407249467,0.3125,0.22404639385771463,0.48343904157857653
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, ndvi_category=Medium_NDVI","moisture_category=Dry_Soil, yield_level=High_Yield",0.12,0.294,0.058,0.4833333333333334,1.6439909297052158,1.0,0.022720000000000004,1.3664516129032258,0.44514106583072105,0.16292134831460675,0.26817752596789435,0.3403061224489796
water_eff_category=High_Water_Eff,yield_level=High_Yield,0.34,0.34,0.19,0.5588235294117647,1.6435986159169549,1.0,0.07439999999999998,1.4959999999999998,0.5933014354066984,0.3877551020408163,0.3315508021390375,0.5588235294117647
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, sowing_season=Winter","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.118,0.258,0.05,0.42372881355932207,1.6423597424779925,1.0,0.019556000000000004,1.2875882352941177,0.4434467120181407,0.15337423312883436,0.22335419617159308,0.3087636315858626
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, fertilizer_type=Mixed","ph_category=Neutral_Soil, yield_level=High_Yield",0.072,0.254,0.03,0.4166666666666667,1.6404199475065617,1.0,0.011712,1.278857142857143,0.4206896551724138,0.10135135135135133,0.21805183199285078,0.26738845144356954
"region=East Africa, fertilizer_type=Inorganic","ph_category=Neutral_Soil, yield_level=High_Yield",0.072,0.254,0.03,0.4166666666666667,1.6404199475065617,1.0,0.011712,1.278857142857143,0.4206896551724138,0.10135135135135133,0.21805183199285078,0.26738845144356954
"water_eff_category=High_Water_Eff, sowing_season=Winter","ph_category=Neutral_Soil, yield_level=High_Yield",0.216,0.254,0.09,0.41666666666666663,1.6404199475065615,1.0,0.035135999999999994,1.2788571428571427,0.4979591836734693,0.23684210526315788,0.21805183199285072,0.38549868766404194
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, moisture_category=Dry_Soil",yield_level=High_Yield,0.23,0.34,0.128,0.5565217391304348,1.6368286445012787,1.0,0.0498,1.4882352941176469,0.5052759740259739,0.28959276018099545,0.32806324110671936,0.46649616368286445
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, sowing_season=Winter","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.09,0.258,0.038,0.4222222222222222,1.636520241171404,1.0,0.014779999999999998,1.2842307692307693,0.42741469057258524,0.12258064516129032,0.22132374962563642,0.2847545219638243
"rainfall_category=Low_Rain, ph_category=Neutral_Soil, sowing_season=Winter, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.054,0.34,0.03,0.5555555555555556,1.6339869281045751,1.0,0.011639999999999998,1.4849999999999999,0.4101479915433403,0.08241758241758242,0.32659932659932667,0.32189542483660133
"ndvi_category=High_NDVI, moisture_category=Dry_Soil, water_eff_category=High_Water_Eff, fertilizer_type=Mixed",yield_level=High_Yield,0.054,0.34,0.03,0.5555555555555556,1.6339869281045751,1.0,0.011639999999999998,1.4849999999999999,0.4101479915433403,0.08241758241758242,0.32659932659932667,0.32189542483660133
"crop_type=Rice, water_eff_category=High_Water_Eff",yield_level=High_Yield,0.054,0.34,0.03,0.5555555555555556,1.6339869281045751,1.0,0.011639999999999998,1.4849999999999999,0.4101479915433403,0.08241758241758242,0.32659932659932667,0.32189542483660133
"water_eff_category=High_Water_Eff, sowing_season=Winter, ph_category=Acidic_Soil",yield_level=High_Yield,0.054,0.34,0.03,0.5555555555555556,1.6339869281045751,1.0,0.011639999999999998,1.4849999999999999,0.4101479915433403,0.08241758241758242,0.32659932659932667,0.32189542483660133
"ph_category=Neutral_Soil, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.204,0.258,0.086,0.4215686274509804,1.6339869281045751,1.0,0.033367999999999995,1.2827796610169493,0.48743718592964813,0.22872340425531912,0.2204428941387876,0.37745098039215685
"rainfall_category=Low_Rain, ph_category=Neutral_Soil, sowing_season=Winter, ndvi_category=Medium_NDVI, water_eff_category=High_Water_Eff",yield_level=High_Yield,0.054,0.34,0.03,0.5555555555555556,1.6339869281045751,1.0,0.011639999999999998,1.4849999999999999,0.4101479915433403,0.08241758241758242,0.32659932659932667,0.32189542483660133
"water_eff_category=High_Water_Eff, sowing_season=Winter",yield_level=High_Yield,0.216,0.34,0.12,0.5555555555555556,1.6339869281045751,1.0,0.04655999999999999,1.4849999999999999,0.4948979591836734,0.2752293577981651,0.32659932659932667,0.4542483660130719
"moisture_category=Dry_Soil, sowing_season=Winter, irrigation_type=Sprinkler, fertilizer_type=Inorganic",yield_level=High_Yield,0.054,0.34,0.03,0.5555555555555556,1.6339869281045751,1.0,0.011639999999999998,1.4849999999999999,0.4101479915433403,0.08241758241758242,0.32659932659932667,0.32189542483660133
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, sowing_season=Winter",yield_level=High_Yield,0.162,0.34,0.09,0.5555555555555555,1.6339869281045747,1.0,0.03491999999999999,1.4849999999999994,0.4630071599045345,0.21844660194174756,0.32659932659932644,0.4101307189542483
"crop_type=Cotton, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.076,0.258,0.032,0.4210526315789474,1.6319869441044472,1.0,0.012392,1.2816363636363635,0.4191017316017316,0.10596026490066224,0.219747481912328,0.27254181966544266
"ph_category=Neutral_Soil, rainfall_category=Moderate_Rain, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.096,0.294,0.046,0.47916666666666663,1.6298185941043084,1.0,0.017776,1.3555199999999998,0.42747210465563673,0.13372093023255813,0.262275731822474,0.31781462585034015
"water_eff_category=High_Water_Eff, moisture_category=Dry_Soil",yield_level=High_Yield,0.3,0.34,0.166,0.5533333333333333,1.6274509803921569,1.0,0.064,1.4776119402985073,0.5507745266781412,0.3502109704641351,0.32323232323232326,0.5207843137254902
"ph_category=Neutral_Soil, ndvi_category=High_NDVI, water_eff_category=High_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.092,0.294,0.044,0.47826086956521735,1.626737651582372,1.0,0.016952,1.3531666666666664,0.4243091710052062,0.1286549707602339,0.26099273309520876,0.3139603667553978
"moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.286,0.258,0.12,0.4195804195804196,1.626280696048138,1.0,0.046212,1.2783855421686747,0.5393557422969188,0.28301886792452824,0.21776336870676494,0.4423483493250935
"fertilizer_type=Organic, water_eff_category=High_Water_Eff","ph_category=Neutral_Soil, yield_level=High_Yield",0.092,0.254,0.038,0.41304347826086957,1.626155426223896,1.0,0.014632,1.270962962962963,0.4240667748666821,0.12337662337662338,0.21319501107355168,0.281324888736734
"rainfall_category=Low_Rain, ndvi_category=Medium_NDVI","ph_category=Neutral_Soil, yield_level=High_Yield",0.092,0.254,0.038,0.41304347826086957,1.626155426223896,1.0,0.014632,1.270962962962963,0.4240667748666821,0.12337662337662338,0.21319501107355168,0.281324888736734
"water_eff_category=High_Water_Eff, ph_category=Acidic_Soil",yield_level=High_Yield,0.076,0.34,0.042,0.5526315789473685,1.6253869969040249,1.0,0.01616,1.4752941176470589,0.41640898783755925,0.1122994652406417,0.3221690590111644,0.3380804953560372
"water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, sowing_season=Winter","ph_category=Neutral_Soil, yield_level=High_Yield",0.194,0.254,0.08,0.41237113402061853,1.6235084016559784,1.0,0.030724,1.2695087719298246,0.4764888337468982,0.2173913043478261,0.21229374533594977,0.3636658819709392
"region=South USA, ph_category=Neutral_Soil, water_eff_category=High_Water_Eff",yield_level=High_Yield,0.058,0.34,0.032,0.5517241379310345,1.6227180527383365,1.0,0.01228,1.472307692307692,0.4073779193205945,0.08743169398907104,0.32079414838035525,0.322920892494929
"sowing_season=Winter, ndvi_category=Medium_NDVI, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff, temp_category=Moderate_Temp",yield_level=High_Yield,0.058,0.34,0.032,0.5517241379310345,1.6227180527383365,1.0,0.01228,1.472307692307692,0.4073779193205945,0.08743169398907104,0.32079414838035525,0.322920892494929
"rainfall_category=Low_Rain, water_eff_category=High_Water_Eff, fertilizer_type=Inorganic",yield_level=High_Yield,0.058,0.34,0.032,0.5517241379310345,1.6227180527383365,1.0,0.01228,1.472307692307692,0.4073779193205945,0.08743169398907104,0.32079414838035525,0.322920892494929
"rainfall_category=Moderate_Rain, sowing_season=Winter, ndvi_category=Medium_NDVI, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff, temp_category=Moderate_Temp",yield_level=High_Yield,0.058,0.34,0.032,0.5517241379310345,1.6227180527383365,1.0,0.01228,1.472307692307692,0.4073779193205945,0.08743169398907104,0.32079414838035525,0.322920892494929
"fertilizer_type=Organic, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.11,0.258,0.046,0.41818181818181815,1.620859760394644,1.0,0.017619999999999997,1.2753125,0.4303859306301905,0.14285714285714285,0.21587846116148,0.29823819591261447
"rainfall_category=Moderate_Rain, temp_category=Moderate_Temp, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.084,0.294,0.04,0.47619047619047616,1.6196954972465176,1.0,0.015304000000000002,1.3478181818181816,0.41768558951965074,0.11834319526627218,0.2580601645757453,0.30612244897959184
"water_eff_category=High_Water_Eff, region=Central USA",yield_level=High_Yield,0.08,0.34,0.044,0.5499999999999999,1.617647058823529,1.0,0.016799999999999995,1.4666666666666663,0.4150197628458497,0.11702127659574466,0.31818181818181807,0.33970588235294114
"water_eff_category=High_Water_Eff, irrigation_type=No Irrigation","ph_category=Neutral_Soil, yield_level=High_Yield",0.112,0.254,0.046,0.4107142857142857,1.6169853768278963,1.0,0.017551999999999998,1.265939393939394,0.4296905601253427,0.14375,0.21007276905400227,0.29590832395950506
"water_eff_category=High_Water_Eff, region=Central USA","moisture_category=Dry_Soil, yield_level=High_Yield",0.08,0.294,0.038,0.475,1.6156462585034013,1.0,0.01448,1.3447619047619046,0.41418764302059496,0.11309523809523808,0.25637393767705385,0.30212585034013606
"water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, crop_type=Maize","ph_category=Neutral_Soil, yield_level=High_Yield",0.078,0.254,0.032,0.41025641025641024,1.6151827175449223,1.0,0.012188000000000001,1.2649565217391303,0.41309652928416485,0.10666666666666666,0.20945899498178316,0.2681203311124571
"water_eff_category=High_Water_Eff, ndvi_category=Medium_NDVI","moisture_category=Dry_Soil, yield_level=High_Yield",0.156,0.294,0.074,0.47435897435897434,1.613465899180185,1.0,0.028136,1.343121951219512,0.4504931471756117,0.19680851063829788,0.2554659693469892,0.36302982731554156
