farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,sowing_month,harvest_month,price_per_kg_EUR,revenue_per_hectare_EUR,yield_per_day,water_efficiency,pesticide_efficiency,heat_stress,drought_stress,growing_conditions_score,sowing_season,country
FARM2048,"Punjab, India",Cotton,19.8,5.96,18.58,496.59,80.27,7.83,Drip,Mixed,30.45,2024-04-04,2024-09-09,158,2772.89,SENS2048,2024-05-13,31.139586,74.465281,0.44,Moderate,4,9,1.6810423698639896,4661.345576972158,17.54993670886076,5.572640125404449,88.16820349761527,0,1,46.949999999999996,Spring,India
FARM2049,"Souss-Massa, Morocco",Wheat,44.75,6.8,34.33,245.42,50.87,5.22,Sprinkler,Organic,19.61,2024-04-03,2024-08-31,150,2967.41,SENS2049,2024-05-30,29.786775,-8.807574,0.3,Mild,4,8,0.23162925759013286,687.3389752655361,19.782733333333333,12.042082623163704,143.97913634158175,1,0,54.03611111111112,Spring,Morocco
FARM2050,"Pampas, Argentina",Soybean,43.8,5.98,13.98,791.98,76.06,8.53,Drip,Biofertilizer,14.94,2024-01-19,2024-06-12,145,2041.48,SENS2050,2024-03-13,-36.925329,-58.924084,0.6,Moderate,1,6,0.4987852229601519,1018.2600569686908,14.079172413793103,2.574440717294257,128.0727728983689,0,0,53.116666666666674,Winter,Argentina
FARM2051,"Pampas, Argentina",Potatoes,18.23,7.01,16.9,911.75,83.27,9.27,No Irrigation,Mixed,40.27,2024-04-01,2024-08-01,122,3306.44,SENS2051,2024-05-23,-34.912375,-59.887583,0.54,Mild,4,8,0.25,826.61,27.101967213114754,3.622503423719529,80.11727647201356,0,1,44.87777777777778,Spring,Argentina
FARM2052,"Andalusia, Spain",Cotton,34.64,7.01,16.19,592.18,43.29,8.58,Manual,Inorganic,39.86,2024-03-21,2024-07-27,128,2148.99,SENS2052,2024-07-15,37.259187,-3.945498,0.7,No Disease,3,7,1.6810423698639896,3612.5432424140145,16.788984375,3.622829495262821,52.59397944199706,0,0,56.21944444444445,Spring,Spain
FARM2053,"Minas Gerais, Brazil",Cotton,29.6,5.83,24.6,1195.06,43.83,9.52,No Irrigation,Organic,28.87,2024-04-04,2024-07-26,113,3726.11,SENS2053,2024-07-08,-18.775775,-45.61348,0.54,No Disease,4,7,1.6810423698639896,6263.74878477391,32.97442477876106,3.115320301657108,124.7442249748912,0,0,67.77777777777779,Spring,Brazil
FARM2054,"California, USA",Barley,44.15,6.24,14.47,377.33,41.13,4.89,Center Pivot,Mixed,6.19,2024-02-03,2024-06-27,145,3427.03,SENS2054,2024-04-29,36.82732,-118.351545,0.89,No Disease,2,6,0.14,479.78420000000006,23.634689655172416,9.058308883778713,476.6383866481224,0,0,66.11944444444444,Winter,USA
FARM2055,"Andalusia, Spain",Tomatoes,12.86,6.46,27.6,213.28,60.31,7.64,Sprinkler,Inorganic,24.75,2024-02-07,2024-05-20,103,1672.92,SENS2055,2024-04-16,38.347086,-2.516455,0.86,No Disease,2,5,1.45,2425.734,16.241941747572817,7.8071681911517645,64.96776699029127,0,1,71.47777777777777,Winter,Spain
FARM2056,"Andalusia, Spain",Citrus,13.76,5.78,15.82,291.89,65.63,5.93,Manual,Inorganic,24.04,2024-04-04,2024-09-28,177,1500.0,SENS2056,2024-05-23,37.887452,-2.914059,0.89,Mild,4,9,0.85,1275.0,8.474576271186441,5.121376626037079,59.90415335463259,0,1,44.94444444444445,Spring,Spain
FARM2057,"Andalusia, Spain",Barley,43.13,6.28,20.28,411.01,43.25,6.33,Sprinkler,Inorganic,11.56,2024-04-26,2024-08-15,111,4695.98,SENS2057,2024-07-31,37.581624,-6.104515,0.44,No Disease,4,8,0.14,657.4372,42.306126126126124,11.397733064731439,373.8837579617834,0,0,69.49444444444445,Spring,Spain
FARM2058,South India,Tomatoes,32.34,7.47,31.75,1190.6,78.93,5.95,Sprinkler,Mixed,26.38,2024-04-25,2024-08-27,124,2451.41,SENS2058,2024-07-02,10.539391,77.71779,0.53,Mild,4,8,1.45,3554.5444999999995,19.769435483870968,2.057242363209131,89.53287070854638,0,0,48.175000000000004,Spring,India
FARM2059,"Provence, France",Olives,15.09,6.68,29.35,676.16,84.61,8.2,Center Pivot,Mixed,11.69,2024-03-24,2024-08-06,135,3526.79,SENS2059,2024-06-16,43.032777,5.400052,0.82,No Disease,3,8,1.5,5290.1849999999995,26.12437037037037,5.208207809085002,277.91883372734435,0,1,65.00833333333334,Spring,France
FARM2060,"Minas Gerais, Brazil",Soybean,43.44,5.52,29.91,1745.29,42.72,5.59,Drip,Biofertilizer,28.17,2024-01-25,2024-06-14,141,4860.72,SENS2060,2024-03-12,-18.86481,-44.1585,0.59,No Disease,1,6,0.4987852229601519,2424.4553089468695,34.4731914893617,2.7834552107610993,166.6342132327734,0,0,60.27499999999999,Winter,Brazil
FARM2061,South India,Cotton,37.19,5.65,25.85,983.63,74.09,7.03,Sprinkler,Inorganic,36.24,2024-01-27,2024-07-25,180,4828.9,SENS2061,2024-03-29,13.83557,81.475005,0.4,Mild,1,7,1.6810423698639896,8117.585499836218,26.827222222222222,4.904278764612087,129.66970998925885,0,0,64.36944444444444,Winter,India
FARM2062,"Tanger-Tétouan, Morocco",Olives,33.44,7.38,13.2,718.08,76.97,7.25,No Irrigation,Mixed,46.97,2024-01-11,2024-06-03,144,2643.29,SENS2062,2024-03-06,35.140026,-5.599188,0.59,Mild,1,6,1.5,3964.935,18.356180555555554,3.675933136785893,55.1029810298103,0,0,39.16111111111111,Winter,Morocco
FARM2063,"Shandong, China",Potatoes,29.42,6.94,26.83,574.07,85.2,9.3,Drip,Organic,27.89,2024-04-28,2024-08-31,125,3279.13,SENS2063,2024-07-08,36.586345,117.869858,0.69,No Disease,4,8,0.25,819.7825,26.233040000000003,5.7021406089693425,113.50398061613015,0,0,71.6861111111111,Spring,China
FARM2064,Nigeria North,Rice,14.84,7.2,38.75,947.71,87.42,6.17,No Irrigation,Biofertilizer,28.34,2024-01-25,2024-07-17,174,1500.0,SENS2064,2024-05-11,11.404533,11.531329,0.77,No Disease,1,7,0.45,675.0,8.620689655172415,1.5810943280876137,51.124744376278116,1,1,31.452777777777776,Winter,Nigeria
FARM2065,"Pampas, Argentina",Wheat,27.29,7.21,22.85,917.04,67.31,6.47,Manual,Mixed,9.85,2024-01-02,2024-06-21,171,3775.85,SENS2065,2024-03-28,-34.026066,-60.721433,0.54,Mild,1,6,0.23162925759013286,874.5973322717032,22.080994152046785,4.112947148272407,348.0046082949309,0,0,61.45277777777778,Winter,Argentina
FARM2066,"Queensland, Australia",Maize,34.18,7.42,22.1,523.17,72.05,7.7,Manual,Biofertilizer,29.91,2024-04-05,2024-07-13,99,3098.35,SENS2066,2024-06-29,-20.550995,147.013435,0.35,Moderate,4,7,0.22661864363728726,702.1438745135889,31.296464646464646,5.910964000228934,100.23778712390812,0,0,55.15555555555556,Spring,Australia
FARM2067,"Fès-Meknès, Morocco",Olives,37.33,7.35,32.67,535.19,89.5,7.49,No Irrigation,Inorganic,9.9,2024-02-18,2024-05-29,101,3692.53,SENS2067,2024-04-22,34.10205,-4.507785,0.58,No Disease,2,5,1.5,5538.795,36.55970297029703,6.88660735933158,338.76422018348626,1,0,51.897222222222226,Winter,Morocco
FARM2068,"Punjab, India",Olives,27.54,6.24,12.15,665.52,45.28,8.39,Sprinkler,Organic,19.45,2024-03-23,2024-06-23,92,2686.54,SENS2068,2024-06-05,29.569313,74.170662,0.46,Moderate,3,6,1.5,4029.81,29.201521739130435,4.0306967532857225,131.37114914425428,0,0,40.34166666666667,Spring,India
FARM2069,South Africa Cape,Olives,37.82,5.96,22.83,508.49,47.94,8.69,Center Pivot,Inorganic,36.86,2024-03-25,2024-08-19,147,2711.48,SENS2069,2024-06-22,-33.661484,18.724821,0.41,No Disease,3,8,1.5,4067.2200000000003,18.44544217687075,5.321949400380773,71.61859482303223,0,0,66.83611111111111,Spring,South Africa
FARM2070,"Souss-Massa, Morocco",Olives,14.35,6.51,21.55,231.64,40.94,6.35,Center Pivot,Mixed,8.37,2024-03-07,2024-08-30,176,3879.67,SENS2070,2024-04-08,30.757599,-8.835102,0.59,No Disease,3,8,1.5,5819.505,22.043579545454545,16.676710797799178,414.0522945570972,0,1,63.930555555555564,Spring,Morocco
FARM2071,"Fès-Meknès, Morocco",Tomatoes,22.91,6.93,20.32,526.95,58.47,6.54,No Irrigation,Organic,30.38,2024-04-14,2024-09-01,140,1500.0,SENS2071,2024-05-21,33.944385,-5.432003,0.87,Moderate,4,9,1.45,2175.0,10.714285714285714,2.841178141869495,47.80114722753346,0,0,65.61111111111111,Spring,Morocco
FARM2072,"Queensland, Australia",Potatoes,26.95,6.44,33.98,1191.78,72.25,7.33,No Irrigation,Organic,33.53,2024-03-01,2024-08-10,162,1570.35,SENS2072,2024-05-11,-26.769604,149.863657,0.82,Severe,3,8,0.25,392.5875,9.693518518518518,1.316546219755529,45.477845351867934,1,0,62.02222222222224,Spring,Australia
FARM2073,"Shandong, China",Barley,26.02,5.53,20.47,682.28,48.7,6.93,Center Pivot,Organic,42.02,2024-03-19,2024-07-29,132,3149.74,SENS2073,2024-06-29,36.239071,118.233051,0.47,Moderate,3,7,0.14,440.9636,23.861666666666665,4.609735393981969,73.21571362157135,0,0,48.71388888888889,Spring,China
FARM2074,"Marrakech-Safi, Morocco",Citrus,12.75,6.94,37.17,320.93,57.38,9.97,Flood,Organic,18.61,2024-01-18,2024-05-07,110,1500.0,SENS2074,2024-04-16,31.517443,-9.290392,0.44,Mild,1,5,0.85,1275.0,13.636363636363637,4.659398005777653,76.4915859255482,1,1,30.32499999999999,Winter,Morocco
FARM2075,"Nile Delta, Egypt",Cotton,23.54,5.66,32.74,24.91,64.54,6.69,No Irrigation,Mixed,48.8,2024-01-25,2024-07-20,177,3314.0,SENS2075,2024-03-14,31.252689,30.481297,0.89,Mild,1,7,1.6810423698639896,5570.974413729262,18.72316384180791,127.90428406020841,66.54618473895583,1,0,51.977777777777774,Winter,Egypt
FARM2076,Kenya Highlands,Rice,39.22,5.54,20.47,1160.11,75.62,4.69,Manual,Biofertilizer,30.66,2024-02-21,2024-08-02,163,3145.75,SENS2076,2024-06-18,-1.182202,37.01234,0.64,Mild,2,8,0.45,1415.5875,19.299079754601227,2.7092609657999676,99.3603916614024,0,0,60.46388888888889,Winter,Kenya
FARM2077,Nigeria North,Rice,37.07,6.91,27.05,753.5,45.95,7.55,Manual,Organic,48.61,2024-01-13,2024-06-24,163,4139.9,SENS2077,2024-04-01,10.256193,10.132517,0.39,Mild,1,6,0.45,1862.955,25.39815950920245,5.486944996686547,83.44890143116307,0,0,68.3861111111111,Winter,Nigeria
FARM2078,"Casablanca-Settat, Morocco",Barley,41.71,6.22,19.79,286.37,43.15,7.6,Manual,Inorganic,10.62,2024-03-14,2024-07-01,109,3493.74,SENS2078,2024-05-24,33.413313,-7.338995,0.78,Mild,3,7,0.14,489.1236,32.05266055045871,12.157636496502766,300.66609294320136,0,0,74.98055555555554,Spring,Morocco
FARM2079,"Midwest, USA",Maize,37.11,6.33,-0.85,790.54,88.62,8.41,Sprinkler,Inorganic,5.7,2024-03-23,2024-09-02,163,1500.0,SENS2079,2024-05-18,42.498906,-88.721302,0.83,Moderate,3,9,0.22661864363728726,339.9279654559309,9.202453987730062,1.8950400485130254,223.88059701492537,0,0,23.90833333333333,Spring,USA
FARM2080,"Andalusia, Spain",Wheat,20.12,6.2,34.49,414.54,57.14,5.96,Drip,Inorganic,15.93,2024-01-18,2024-07-03,167,2951.45,SENS2080,2024-02-25,36.781047,-3.56203,0.67,Mild,1,7,0.23162925759013286,683.6421723143976,17.67335329341317,7.102685662030129,174.3325457767277,1,0,49.20277777777778,Winter,Spain
FARM2081,"Andalusia, Spain",Olives,42.58,5.83,33.8,496.71,47.21,7.25,Sprinkler,Mixed,32.65,2024-02-22,2024-06-17,116,3572.52,SENS2081,2024-04-26,37.114165,-5.753223,0.59,No Disease,2,6,1.5,5358.78,30.79758620689655,7.17791485001306,106.16701337295692,1,0,55.2388888888889,Winter,Spain
FARM2082,"Souss-Massa, Morocco",Barley,33.78,6.4,28.16,186.54,56.68,5.82,No Irrigation,Organic,23.49,2024-03-01,2024-06-16,107,2287.43,SENS2082,2024-05-18,29.77057,-9.280579,0.31,Moderate,3,6,0.14,320.2402,21.37785046728972,12.197024634744588,93.40261331155574,0,0,66.95,Spring,Morocco
FARM2083,"Casablanca-Settat, Morocco",Tomatoes,19.23,5.75,15.78,496.03,58.49,8.43,No Irrigation,Biofertilizer,18.23,2024-02-13,2024-05-19,96,1828.79,SENS2083,2024-03-27,33.598637,-7.968059,0.64,No Disease,2,5,1.45,2651.7455,19.049895833333334,3.67943584894272,95.10088403536142,0,1,41.13333333333333,Winter,Morocco
FARM2084,"Punjab, India",Citrus,14.19,5.83,33.2,606.0,72.04,8.88,Flood,Organic,20.73,2024-01-03,2024-04-24,112,1500.0,SENS2084,2024-02-28,29.79441,74.990861,0.66,No Disease,1,4,0.85,1275.0,13.392857142857142,2.471169686985173,69.02899217671421,1,1,42.71666666666666,Winter,India
FARM2085,"Marrakech-Safi, Morocco",Cotton,38.56,6.92,33.37,230.2,81.44,5.71,No Irrigation,Inorganic,13.33,2024-03-24,2024-08-01,130,4382.38,SENS2085,2024-05-04,31.467065,-9.45946,0.88,No Disease,3,8,1.6810423698639896,7366.966460844551,33.71061538461539,18.95493079584775,305.8185624563852,1,0,65.49722222222223,Spring,Morocco
FARM2086,"Shandong, China",Soybean,12.73,6.63,11.34,797.13,61.45,4.11,Drip,Biofertilizer,15.62,2024-04-09,2024-09-11,155,1500.0,SENS2086,2024-06-26,37.419148,115.091934,0.47,No Disease,4,9,0.4987852229601519,748.1778344402278,9.67741935483871,1.8793930813276032,90.25270758122745,0,1,32.50555555555556,Spring,China
FARM2087,"Shandong, China",Barley,26.35,6.28,8.88,859.3,76.19,9.46,Manual,Organic,6.13,2024-01-12,2024-05-27,136,3349.41,SENS2087,2024-05-04,36.710379,116.696785,0.57,No Disease,1,5,0.14,468.91740000000004,24.62801470588235,3.89330466116471,469.76297335203367,0,0,34.92222222222224,Winter,China
FARM2088,"Andalusia, Spain",Tomatoes,19.31,5.95,37.26,577.37,87.87,6.75,No Irrigation,Biofertilizer,14.37,2024-01-21,2024-07-11,172,1500.0,SENS2088,2024-03-26,37.137126,-3.410369,0.72,No Disease,1,7,1.45,2175.0,8.720930232558139,2.593495513252762,97.59271307742355,1,1,38.911111111111126,Winter,Spain
FARM2089,Nigeria North,Soybean,19.42,6.71,24.92,532.2,46.15,6.83,Sprinkler,Organic,33.23,2024-01-05,2024-05-05,121,2381.24,SENS2089,2024-02-23,10.801741,11.396245,0.81,No Disease,1,5,0.4987852229601519,1187.7273243216318,19.679669421487603,4.465941485371342,69.5658778848963,0,1,77.3388888888889,Winter,Nigeria
FARM2090,"Fès-Meknès, Morocco",Cotton,14.01,6.93,27.57,429.2,50.89,5.06,Sprinkler,Mixed,21.12,2024-01-02,2024-06-16,166,1727.59,SENS2090,2024-03-25,34.317346,-5.147641,0.69,No Disease,1,6,1.6810423698639896,2904.1519877533296,10.407168674698795,4.015783356578336,78.1008137432188,0,1,61.44166666666668,Winter,Morocco
FARM2091,"Shandong, China",Barley,18.19,5.61,15.09,671.46,61.46,8.73,Sprinkler,Inorganic,37.19,2024-02-06,2024-07-11,156,2140.25,SENS2091,2024-03-21,35.142815,115.069675,0.82,No Disease,2,7,0.14,299.63500000000005,13.719551282051283,3.182717187639413,56.04215763288819,0,1,40.99722222222223,Winter,China
FARM2092,"Punjab, India",Wheat,26.5,6.21,41.69,426.31,57.79,9.05,No Irrigation,Mixed,38.59,2024-04-07,2024-08-14,129,1500.0,SENS2092,2024-06-09,31.916048,75.024237,0.9,Severe,4,8,0.23162925759013286,347.4438863851993,11.627906976744185,3.5103320774145232,37.88835564536499,1,0,40.66388888888889,Spring,India
FARM2093,"Nile Delta, Egypt",Wheat,17.31,6.31,39.91,64.12,87.13,5.0,No Irrigation,Organic,18.16,2024-01-11,2024-04-13,93,1578.3,SENS2093,2024-02-19,30.694885,30.225185,0.39,Moderate,1,4,0.23162925759013286,365.5804572545067,16.970967741935482,24.23679361179361,82.37473903966597,1,1,28.925000000000004,Winter,Egypt
FARM2094,"Queensland, Australia",Wheat,24.22,5.59,20.97,811.35,87.87,9.72,Center Pivot,Inorganic,17.57,2024-04-25,2024-10-08,166,4597.66,SENS2094,2024-05-26,-26.565683,145.653053,0.74,No Disease,4,10,0.23162925759013286,1064.9525724518503,27.696746987951805,5.6597033298455095,247.58535271943995,0,0,56.71388888888888,Spring,Australia
FARM2095,"Andalusia, Spain",Barley,20.19,7.12,24.77,367.69,64.07,7.93,Drip,Biofertilizer,13.52,2024-01-14,2024-04-21,98,2583.83,SENS2095,2024-03-10,36.974953,-5.451314,0.62,Mild,1,4,0.14,361.7362,26.36561224489796,7.008136917193306,177.94972451790633,0,0,65.80833333333334,Winter,Spain
FARM2096,Central Thailand,Tomatoes,37.51,7.38,33.23,1212.53,47.42,8.08,Center Pivot,Organic,9.72,2024-04-05,2024-09-19,167,3513.33,SENS2096,2024-07-04,14.816034,101.061652,0.82,No Disease,4,9,1.45,5094.3285,21.037904191616764,2.895132382388569,327.73600746268653,1,0,56.09722222222223,Spring,Thailand
FARM2097,"Java, Indonesia",Cotton,43.62,6.45,27.81,2854.81,59.74,6.57,Flood,Mixed,31.04,2024-02-11,2024-08-03,174,1500.0,SENS2097,2024-06-05,-7.229719,106.456053,0.58,Severe,2,8,1.6810423698639896,2521.5635547959846,8.620689655172415,0.5252450268050045,46.81647940074907,0,0,80.875,Winter,Indonesia
FARM2098,South Africa Cape,Cotton,17.38,6.24,28.42,442.55,80.44,5.62,Sprinkler,Inorganic,44.69,2024-04-24,2024-10-04,163,4207.36,SENS2098,2024-06-09,-34.472167,19.219623,0.33,No Disease,4,10,1.6810423698639896,7072.750425270955,25.8120245398773,9.485649870364107,92.08492011381045,0,1,55.02222222222222,Spring,South Africa
FARM2099,"Shandong, China",Maize,15.83,5.6,11.77,812.8,59.78,9.12,Center Pivot,Organic,38.97,2024-02-22,2024-06-01,100,1500.0,SENS2099,2024-04-10,36.462615,119.611444,0.61,Moderate,2,6,0.22661864363728726,339.9279654559309,15.0,1.8432047186040796,37.52814610958219,0,1,25.969444444444438,Winter,China
FARM2100,"Java, Indonesia",Rice,42.58,7.43,31.87,2484.71,72.22,6.23,Sprinkler,Mixed,32.81,2024-02-08,2024-06-09,122,3755.82,SENS2100,2024-05-07,-7.740214,112.725452,0.65,No Disease,2,6,0.45,1690.1190000000001,30.785409836065575,1.5109646740770244,111.0860692102928,0,0,57.230555555555554,Winter,Indonesia
FARM2101,Kenya Highlands,Tomatoes,35.63,7.02,21.18,1099.69,43.38,6.21,Manual,Biofertilizer,44.82,2024-03-25,2024-07-09,106,2963.69,SENS2101,2024-05-12,-0.733315,36.814022,0.75,No Disease,3,7,1.45,4297.3505,27.95933962264151,2.6925746577147063,64.68114360541249,0,0,70.32777777777778,Spring,Kenya
FARM2102,"Pampas, Argentina",Wheat,10.32,6.37,29.03,698.28,57.95,7.23,Sprinkler,Inorganic,40.85,2024-04-21,2024-07-26,96,1500.0,SENS2102,2024-06-30,-34.247267,-62.616985,0.81,No Disease,4,7,0.23162925759013286,347.4438863851993,15.625,2.145063493879419,35.842293906810035,0,1,63.74166666666667,Spring,Argentina
FARM2103,"Casablanca-Settat, Morocco",Barley,12.26,6.97,15.81,392.36,66.95,5.19,Drip,Biofertilizer,29.28,2024-02-13,2024-06-23,131,2869.56,SENS2103,2024-04-27,33.058799,-8.277733,0.41,Mild,2,6,0.14,401.7384,21.90503816793893,7.294996949359365,94.76750330250991,0,1,36.25277777777778,Winter,Morocco
FARM2104,"Fès-Meknès, Morocco",Citrus,16.54,6.98,15.42,517.15,63.97,6.72,No Irrigation,Mixed,43.31,2024-04-15,2024-08-10,117,1500.0,SENS2104,2024-05-30,34.29956,-4.807121,0.73,Mild,4,8,0.85,1275.0,12.820512820512821,2.8949146000192996,33.852403520649965,0,1,45.48888888888888,Spring,Morocco
FARM2105,Nigeria North,Soybean,35.47,6.74,22.33,772.63,78.03,8.35,Manual,Biofertilizer,36.14,2024-03-06,2024-07-06,122,2887.14,SENS2105,2024-06-02,10.888523,11.354603,0.79,Moderate,3,7,0.4987852229601519,1440.0627686171729,23.665081967213112,3.731939040626656,77.73667205169627,0,0,78.78055555555554,Spring,Nigeria
FARM2106,Kenya Highlands,Cotton,43.61,6.18,23.47,1413.41,68.93,5.07,No Irrigation,Organic,34.87,2024-03-03,2024-07-17,136,2382.22,SENS2106,2024-04-18,-0.493954,36.943818,0.89,Severe,3,7,1.6810423698639896,4004.6127543373927,17.516323529411764,1.6842499699521354,66.4126010593811,0,0,87.31944444444444,Spring,Kenya
FARM2107,"Marrakech-Safi, Morocco",Cotton,41.13,6.16,35.52,255.16,43.1,6.86,Center Pivot,Mixed,17.14,2024-01-04,2024-06-12,160,5511.13,SENS2107,2024-03-18,32.118612,-9.083907,0.73,No Disease,1,6,1.6810423698639896,9264.44303582853,34.4445625,21.514405059337918,303.8109151047409,1,0,59.13333333333333,Winter,Morocco
FARM2108,"Andalusia, Spain",Cotton,39.51,6.92,23.78,508.66,65.39,7.76,Sprinkler,Biofertilizer,36.52,2024-01-28,2024-06-30,154,3850.16,SENS2108,2024-05-02,37.881948,-2.952264,0.45,Moderate,1,6,1.6810423698639896,6472.282090755538,25.00103896103896,7.554369579719813,102.61620469083154,0,0,73.15,Winter,Spain
FARM2109,"Souss-Massa, Morocco",Tomatoes,33.18,6.59,29.02,247.41,84.08,6.69,Sprinkler,Mixed,7.75,2024-02-25,2024-05-27,92,3644.59,SENS2109,2024-05-14,30.925487,-9.302141,0.81,Mild,2,5,1.45,5284.6555,39.615108695652175,14.67167183285697,416.52457142857145,0,0,77.13333333333334,Winter,Morocco
FARM2110,"Fès-Meknès, Morocco",Citrus,15.17,7.12,12.71,580.31,81.16,8.25,Manual,Inorganic,10.91,2024-01-26,2024-07-02,158,2074.25,SENS2110,2024-05-02,34.349259,-5.292179,0.7,Mild,1,7,0.85,1763.1125,13.128164556962025,3.5682338167242955,174.1603694374475,0,1,34.86944444444444,Winter,Morocco
FARM2111,"Fès-Meknès, Morocco",Barley,41.22,7.24,22.19,324.68,89.9,7.51,Center Pivot,Inorganic,38.8,2024-01-22,2024-05-12,111,3222.73,SENS2111,2024-03-11,33.925532,-4.879725,0.42,Moderate,1,5,0.14,451.1822,29.033603603603602,9.89538811102923,80.97311557788946,0,0,64.04166666666666,Winter,Morocco
FARM2112,"Minas Gerais, Brazil",Tomatoes,26.27,7.24,29.63,1750.77,82.3,7.64,Manual,Organic,22.12,2024-04-28,2024-08-21,115,1591.55,SENS2112,2024-07-18,-18.375668,-42.845769,0.33,Severe,4,8,1.45,2307.7475,13.839565217391304,0.9085382213418428,68.8386678200692,0,0,48.93611111111111,Spring,Brazil
FARM2113,"Tanger-Tétouan, Morocco",Citrus,38.89,6.4,22.91,864.71,59.39,5.44,Manual,Inorganic,21.76,2024-04-16,2024-09-12,149,3707.19,SENS2113,2024-06-23,35.328202,-5.532224,0.37,Moderate,4,9,0.85,3151.1115,24.880469798657717,4.282253872543923,162.8818101933216,0,0,73.9638888888889,Spring,Morocco
FARM2114,"Casablanca-Settat, Morocco",Olives,28.65,5.57,21.0,364.11,87.54,5.65,Flood,Organic,5.73,2024-03-07,2024-08-22,168,4104.74,SENS2114,2024-05-28,33.246093,-8.308291,0.35,No Disease,3,8,1.5,6157.11,24.43297619047619,11.242474870586946,609.9167904903417,0,0,49.16666666666667,Spring,Morocco
FARM2115,"Fès-Meknès, Morocco",Cotton,13.91,6.13,20.73,486.83,60.89,4.96,No Irrigation,Inorganic,27.77,2024-02-25,2024-06-25,121,1500.0,SENS2115,2024-05-15,33.637786,-5.437413,0.35,Mild,2,6,1.6810423698639896,2521.5635547959846,12.396694214876034,3.074841645655249,52.13764337851929,0,1,49.63611111111111,Winter,Morocco
FARM2116,"Pampas, Argentina",Maize,42.03,6.95,7.38,769.57,80.78,9.23,Manual,Inorganic,48.77,2024-03-03,2024-06-29,118,1500.0,SENS2116,2024-04-17,-35.920659,-61.760515,0.76,Severe,3,6,0.22661864363728726,339.9279654559309,12.711864406779661,1.9466109503354658,30.13863773357444,0,0,40.8,Spring,Argentina
FARM2117,Nigeria North,Cotton,26.36,6.95,34.36,997.47,64.75,6.59,Center Pivot,Mixed,23.46,2024-02-15,2024-06-02,108,2670.04,SENS2117,2024-03-17,11.096278,7.908216,0.6,Moderate,2,6,1.6810423698639896,4488.450369231647,24.72259259259259,2.6741314210742435,109.15944399018805,1,0,48.74444444444445,Winter,Nigeria
FARM2118,"Nile Delta, Egypt",Barley,13.26,6.18,37.07,38.22,76.34,5.83,Flood,Biofertilizer,7.38,2024-01-25,2024-07-13,170,2872.2,SENS2118,2024-04-20,31.12316,32.18568,0.52,No Disease,1,7,0.14,402.108,16.895294117647058,73.23304436511984,342.7446300715991,1,1,34.858333333333334,Winter,Egypt
FARM2119,"Tanger-Tétouan, Morocco",Wheat,41.4,6.37,22.56,793.49,48.32,5.91,Center Pivot,Mixed,24.45,2024-04-05,2024-07-13,99,1580.42,SENS2119,2024-05-07,35.326958,-5.370441,0.73,Moderate,4,7,0.23162925759013286,366.0715112805978,15.963838383838384,1.9892257926468553,62.09901768172888,0,0,82.98333333333333,Spring,Morocco
FARM2120,"Provence, France",Olives,38.41,7.07,24.1,692.7,74.11,6.64,No Irrigation,Inorganic,49.26,2024-01-21,2024-06-18,149,1770.98,SENS2120,2024-05-18,43.473678,6.449606,0.64,Moderate,1,6,1.5,2656.4700000000003,11.885771812080536,2.5529479602133485,35.23637087146837,0,0,75.58888888888889,Winter,France
FARM2121,Central Thailand,Soybean,43.31,7.26,35.1,1107.23,53.82,6.26,Drip,Organic,34.71,2024-03-08,2024-08-11,156,2417.74,SENS2121,2024-06-23,14.232032,100.887125,0.5,Severe,3,8,0.4987852229601519,1205.9329849596775,15.498333333333331,2.1816229483049545,67.70484458134976,1,0,48.644444444444446,Spring,Thailand
FARM2122,North India,Soybean,13.95,5.63,16.25,500.26,77.78,4.99,No Irrigation,Biofertilizer,46.13,2024-02-28,2024-08-21,175,1940.0,SENS2122,2024-06-18,26.645472,74.531751,0.52,No Disease,2,8,0.4987852229601519,967.6433325426947,11.085714285714285,3.870246977616407,41.16274135370252,0,1,34.375,Winter,India
FARM2123,"Marrakech-Safi, Morocco",Olives,36.91,7.02,29.49,262.13,73.53,6.69,Flood,Mixed,45.08,2024-03-09,2024-08-27,171,5662.75,SENS2123,2024-05-10,31.338103,-9.019354,0.67,No Disease,3,8,1.5,8494.125,33.115497076023395,21.520731197506937,122.88953993055556,0,0,67.3638888888889,Spring,Morocco
FARM2124,South India,Rice,40.72,6.6,27.13,1400.63,54.13,5.1,Sprinkler,Biofertilizer,7.43,2024-01-04,2024-06-04,152,4992.12,SENS2124,2024-03-29,16.554959,74.354478,0.64,No Disease,1,6,0.45,2246.454,32.842894736842105,3.5616532180389973,592.185053380783,0,0,81.63055555555556,Winter,India
FARM2125,Kenya Highlands,Rice,38.43,6.24,12.83,869.51,81.59,9.12,Flood,Biofertilizer,12.75,2024-04-18,2024-10-02,167,2856.07,SENS2125,2024-08-11,-0.684626,37.227168,0.59,Mild,4,10,0.45,1285.2315,17.102215568862277,3.280915784999598,207.71418181818183,0,0,51.34166666666666,Spring,Kenya
