farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,sowing_month,harvest_month
FARM2153,South India,Maize,40.6,6.96,24.57,1852.25,88.16,6.99,No Irrigation,Organic,32.71,2024-02-01,2024-07-23,173,4241.45,SENS2153,2024-03-14,15.700969,78.089285,0.5,No Disease,2,7
FARM2154,"Murray-Darling, Australia",Citrus,40.87,7.2,33.66,215.05,65.32,6.94,No Irrigation,Biofertilizer,21.28,2024-04-26,2024-09-15,142,1709.12,SENS2154,2024-07-08,-34.146466,143.501219,0.9,No Disease,4,9
FARM2155,"Fès-Meknès, Morocco",Olives,32.53,5.73,33.49,534.06,58.69,4.83,No Irrigation,Mixed,44.65,2024-03-06,2024-09-02,180,3002.26,SENS2155,2024-04-28,34.090215,-4.477478,0.75,Mild,3,9
FARM2156,"Rabat-Salé-Kénitra, Morocco",Barley,14.79,6.95,16.4,465.94,48.01,8.21,Center Pivot,Organic,36.15,2024-02-12,2024-08-02,172,2755.88,SENS2156,2024-03-25,34.152257,-6.492956,0.58,No Disease,2,8
FARM2157,"Midwest, USA",Wheat,39.02,7.02,20.91,656.87,49.32,8.31,Center Pivot,Mixed,35.08,2024-01-18,2024-04-24,97,3031.29,SENS2157,2024-02-17,40.259203,-92.439255,0.75,No Disease,1,4
FARM2158,North India,Potatoes,35.83,7.35,20.98,855.57,42.93,4.07,No Irrigation,Mixed,36.46,2024-01-01,2024-05-11,131,3002.68,SENS2158,2024-04-12,26.945542,77.310776,0.47,No Disease,1,5
FARM2159,"Minas Gerais, Brazil",Rice,28.42,7.17,27.0,1260.12,86.54,7.18,Flood,Biofertilizer,46.53,2024-02-07,2024-07-27,171,3408.24,SENS2159,2024-04-04,-18.632995,-45.641554,0.42,No Disease,2,7
FARM2160,South India,Rice,29.4,6.25,31.69,1292.32,70.41,7.74,Flood,Inorganic,24.76,2024-02-20,2024-07-06,137,2329.45,SENS2160,2024-06-19,13.231097,80.193778,0.59,Severe,2,7
FARM2161,Central Thailand,Maize,31.08,7.33,26.55,1585.35,77.09,8.28,Drip,Organic,18.26,2024-02-27,2024-07-22,146,2480.31,SENS2161,2024-04-12,15.331714,99.721204,0.63,Severe,2,7
FARM2162,"Shandong, China",Soybean,38.12,6.48,26.65,840.24,59.07,8.99,Center Pivot,Inorganic,27.06,2024-03-04,2024-07-16,134,3767.46,SENS2162,2024-04-24,36.183961,120.790251,0.45,Mild,3,7
FARM2163,"Queensland, Australia",Tomatoes,43.48,7.05,21.72,608.53,79.35,7.74,Flood,Mixed,42.76,2024-02-20,2024-06-08,109,2087.67,SENS2163,2024-05-09,-26.007051,150.533036,0.76,Severe,2,6
FARM2164,"Punjab, India",Wheat,28.49,5.75,40.19,500.72,67.01,7.67,Manual,Inorganic,49.9,2024-01-11,2024-05-11,121,3695.32,SENS2164,2024-04-12,31.902811,74.574785,0.89,No Disease,1,5
FARM2165,"Fès-Meknès, Morocco",Cotton,17.57,6.51,22.48,555.55,88.3,9.68,No Irrigation,Organic,35.77,2024-01-12,2024-04-18,97,1500.0,SENS2165,2024-02-16,33.848388,-4.0131,0.78,Moderate,1,4
FARM2166,Kenya Highlands,Cotton,27.83,6.95,13.46,879.21,63.39,6.14,Center Pivot,Inorganic,29.77,2024-04-25,2024-10-01,159,3648.95,SENS2166,2024-06-11,0.304146,37.236102,0.72,No Disease,4,10
FARM2167,"Bavaria, Germany",Maize,21.58,6.02,12.34,1117.15,77.17,6.16,No Irrigation,Biofertilizer,43.11,2024-03-21,2024-08-12,144,2324.46,SENS2167,2024-06-21,48.53104,11.893005,0.5,No Disease,3,8
FARM2168,"Casablanca-Settat, Morocco",Wheat,43.85,6.42,20.83,445.0,81.24,8.2,Flood,Biofertilizer,48.53,2024-03-18,2024-08-16,151,2194.42,SENS2168,2024-05-23,32.558642,-7.921656,0.79,No Disease,3,8
FARM2169,"Punjab, India",Tomatoes,42.26,7.35,10.53,425.66,79.94,9.89,Sprinkler,Organic,41.29,2024-01-17,2024-04-21,95,2516.75,SENS2169,2024-03-24,31.283204,75.606499,0.31,No Disease,1,4
FARM2170,Nigeria North,Cotton,39.66,7.22,25.94,751.78,70.81,9.57,Flood,Organic,27.5,2024-03-24,2024-06-28,96,3625.45,SENS2170,2024-05-12,10.091873,7.47054,0.83,No Disease,3,6
FARM2171,"Provence, France",Olives,21.51,6.83,17.31,601.36,89.75,4.15,No Irrigation,Inorganic,45.49,2024-01-27,2024-07-22,177,2644.54,SENS2171,2024-05-23,43.415838,6.791032,0.3,Mild,1,7
FARM2172,South Africa Cape,Barley,20.32,5.77,11.01,621.39,78.59,5.3,Sprinkler,Mixed,15.07,2024-01-15,2024-05-07,113,4017.6,SENS2172,2024-03-11,-34.24709,19.514684,0.47,No Disease,1,5
FARM2173,"California, USA",Citrus,21.62,7.27,16.05,458.58,79.39,7.76,Sprinkler,Organic,20.21,2024-01-02,2024-05-19,138,2440.15,SENS2173,2024-02-01,36.968497,-122.420789,0.72,Severe,1,5
FARM2174,"Queensland, Australia",Barley,20.93,6.99,29.98,857.39,50.34,8.68,Manual,Biofertilizer,41.2,2024-02-13,2024-06-11,119,2593.25,SENS2174,2024-04-01,-22.836187,151.275692,0.79,No Disease,2,6
FARM2175,"Pampas, Argentina",Potatoes,32.78,5.79,23.58,954.5,86.74,9.93,Flood,Mixed,24.5,2024-03-14,2024-09-07,177,4360.36,SENS2175,2024-07-05,-37.230077,-62.501382,0.66,No Disease,3,9
FARM2176,Nigeria North,Soybean,34.22,7.28,24.07,790.36,83.71,9.87,No Irrigation,Biofertilizer,28.04,2024-04-23,2024-07-23,91,3338.21,SENS2176,2024-06-04,12.209169,11.838936,0.8,No Disease,4,7
FARM2177,"Shandong, China",Barley,18.97,5.61,26.18,894.33,80.78,7.72,Center Pivot,Biofertilizer,48.19,2024-03-20,2024-06-19,91,2051.22,SENS2177,2024-06-07,35.978099,116.773439,0.45,No Disease,3,6
FARM2178,"Bavaria, Germany",Maize,17.84,5.71,8.81,675.59,87.7,5.67,Drip,Inorganic,24.98,2024-01-21,2024-05-04,104,1500.0,SENS2178,2024-04-22,48.484885,10.756398,0.84,Severe,1,5
FARM2179,"Casablanca-Settat, Morocco",Citrus,32.49,7.28,29.09,463.3,66.77,5.66,Center Pivot,Biofertilizer,44.6,2024-03-06,2024-07-06,122,6187.01,SENS2179,2024-05-11,33.303449,-7.441655,0.62,No Disease,3,7
FARM2180,"Tanger-Tétouan, Morocco",Citrus,42.95,7.41,27.16,599.86,84.11,7.38,No Irrigation,Inorganic,34.11,2024-03-04,2024-06-17,105,2296.61,SENS2180,2024-06-05,35.040168,-5.602484,0.82,Severe,3,6
FARM2181,"Souss-Massa, Morocco",Citrus,12.01,5.78,28.71,295.1,62.57,6.31,Drip,Organic,40.22,2024-01-16,2024-06-15,151,3120.11,SENS2181,2024-04-04,30.445141,-8.526611,0.4,No Disease,1,6
FARM2182,"Fès-Meknès, Morocco",Tomatoes,12.05,5.8,18.32,473.81,77.29,5.12,Flood,Mixed,15.6,2024-01-08,2024-06-01,145,1500.0,SENS2182,2024-02-25,33.815066,-4.856614,0.78,No Disease,1,6
FARM2183,"Bavaria, Germany",Wheat,13.15,7.28,11.02,1019.39,85.47,4.63,Center Pivot,Mixed,49.58,2024-02-25,2024-06-20,116,1500.0,SENS2183,2024-03-27,48.374948,10.56919,0.48,No Disease,2,6
FARM2184,"Murray-Darling, Australia",Olives,39.29,6.93,26.89,299.65,57.51,8.41,No Irrigation,Inorganic,47.32,2024-03-06,2024-07-18,134,1500.0,SENS2184,2024-04-12,-35.979732,143.268183,0.36,Severe,3,7
FARM2185,"Tuscany, Italy",Barley,33.35,6.79,20.1,720.25,68.89,4.68,Sprinkler,Inorganic,26.46,2024-03-17,2024-06-23,98,3538.01,SENS2185,2024-05-07,43.194989,11.49598,0.51,Mild,3,6
FARM2186,Kenya Highlands,Soybean,35.27,7.06,12.22,1107.19,52.49,6.79,Drip,Inorganic,30.37,2024-01-28,2024-06-22,146,3185.46,SENS2186,2024-04-03,0.804666,36.961063,0.9,Mild,1,6
FARM2187,"Minas Gerais, Brazil",Maize,34.14,7.49,22.96,1650.36,43.4,8.1,Center Pivot,Organic,7.1,2024-03-02,2024-06-14,104,3756.45,SENS2187,2024-04-03,-18.264338,-44.27991,0.45,No Disease,3,6
FARM2188,"Nile Delta, Egypt",Cotton,16.49,7.34,15.72,69.35,75.45,5.31,Sprinkler,Organic,39.24,2024-03-12,2024-06-14,94,2461.2,SENS2188,2024-04-11,31.109225,31.23559,0.73,Mild,3,6
FARM2189,"Provence, France",Citrus,24.37,7.38,24.3,438.07,61.8,9.91,Flood,Organic,7.56,2024-01-27,2024-06-14,139,2803.04,SENS2189,2024-05-16,43.050732,5.618752,0.73,Moderate,1,6
FARM2190,"Casablanca-Settat, Morocco",Citrus,34.19,6.02,17.2,468.8,85.08,6.58,No Irrigation,Biofertilizer,41.64,2024-01-01,2024-06-22,173,4863.35,SENS2190,2024-04-18,33.150702,-7.043729,0.53,No Disease,1,6
FARM2191,"Provence, France",Tomatoes,24.42,5.84,23.59,476.54,41.1,5.27,Flood,Mixed,29.14,2024-02-22,2024-07-23,152,3097.83,SENS2191,2024-06-12,43.954944,4.852617,0.59,No Disease,2,7
FARM2192,"California, USA",Barley,40.84,6.79,27.61,414.78,75.65,5.66,Sprinkler,Inorganic,5.03,2024-04-18,2024-09-01,136,4375.58,SENS2192,2024-06-09,35.114591,-119.416775,0.82,No Disease,4,9
FARM2193,North India,Barley,40.11,5.78,29.84,756.48,61.5,4.58,Center Pivot,Organic,22.53,2024-03-06,2024-07-21,137,4572.46,SENS2193,2024-05-13,26.739151,79.237472,0.31,No Disease,3,7
FARM2194,"Fès-Meknès, Morocco",Cotton,19.08,6.27,13.38,368.24,80.14,6.32,Sprinkler,Biofertilizer,14.21,2024-04-23,2024-09-29,159,1500.0,SENS2194,2024-08-11,34.027044,-4.225297,0.34,No Disease,4,9
FARM2195,"Provence, France",Cotton,14.74,5.79,25.43,672.91,77.77,8.33,Center Pivot,Biofertilizer,22.01,2024-04-14,2024-09-09,148,1500.0,SENS2195,2024-07-02,44.140071,5.612007,0.35,No Disease,4,9
FARM2196,"California, USA",Olives,14.25,5.71,15.75,451.7,84.82,7.51,Sprinkler,Inorganic,47.05,2024-03-22,2024-08-10,141,4696.81,SENS2196,2024-05-15,35.296706,-122.4585,0.51,No Disease,3,8
FARM2197,"Minas Gerais, Brazil",Tomatoes,43.54,6.61,19.81,1001.66,56.69,5.97,No Irrigation,Mixed,23.03,2024-03-15,2024-08-22,160,3261.37,SENS2197,2024-05-11,-19.488271,-43.835809,0.72,Mild,3,8
FARM2198,"Tuscany, Italy",Cotton,16.31,6.52,24.41,732.13,65.25,4.82,No Irrigation,Mixed,14.09,2024-01-18,2024-07-09,173,1500.0,SENS2198,2024-05-06,43.888032,10.550882,0.54,Severe,1,7
FARM2199,"Tuscany, Italy",Barley,43.02,6.47,6.11,988.09,89.75,8.04,Sprinkler,Biofertilizer,8.1,2024-02-11,2024-07-20,160,2326.13,SENS2199,2024-05-06,42.976337,10.79709,0.37,Severe,2,7
FARM2200,"Fès-Meknès, Morocco",Cotton,11.7,5.88,32.66,434.38,43.33,5.13,No Irrigation,Inorganic,23.47,2024-01-23,2024-05-18,116,1500.0,SENS2200,2024-05-04,34.130052,-4.235225,0.37,No Disease,1,5
FARM2201,"Punjab, India",Tomatoes,32.56,7.37,24.97,514.59,45.39,4.6,Sprinkler,Biofertilizer,43.38,2024-04-19,2024-08-12,115,5318.9,SENS2201,2024-06-19,30.614554,75.020513,0.6,No Disease,4,8
FARM2202,Central Thailand,Maize,40.85,7.29,35.09,1381.29,77.54,4.22,Flood,Organic,40.95,2024-04-11,2024-09-26,168,1862.45,SENS2202,2024-05-19,14.038555,101.157725,0.38,Mild,4,9
FARM2203,"Marrakech-Safi, Morocco",Wheat,13.79,6.81,31.23,271.61,86.2,4.97,Manual,Mixed,31.87,2024-01-11,2024-04-21,101,1500.0,SENS2203,2024-02-19,31.865702,-8.970038,0.51,No Disease,1,4
FARM2204,North India,Soybean,31.87,6.5,10.87,987.09,59.19,7.24,Manual,Biofertilizer,22.1,2024-01-12,2024-06-29,169,2116.1,SENS2204,2024-05-11,27.722001,78.957829,0.52,Mild,1,6
FARM2205,"Fès-Meknès, Morocco",Olives,15.35,5.57,24.8,552.83,52.34,9.88,Sprinkler,Inorganic,42.29,2024-01-26,2024-07-05,161,6002.85,SENS2205,2024-03-11,33.775983,-5.229925,0.66,No Disease,1,7
FARM2206,"Midwest, USA",Potatoes,32.33,6.26,5.96,720.15,71.32,5.83,Flood,Biofertilizer,32.81,2024-04-06,2024-09-14,161,1500.0,SENS2206,2024-06-10,40.781116,-87.133755,0.47,Mild,4,9
FARM2207,South Africa Cape,Barley,33.9,6.62,29.42,686.61,46.3,5.14,No Irrigation,Organic,18.03,2024-01-22,2024-05-09,108,1500.0,SENS2207,2024-03-09,-33.131796,19.76641,0.83,Moderate,1,5
FARM2208,"Java, Indonesia",Soybean,30.32,7.42,31.16,1665.37,54.83,5.19,Drip,Mixed,10.81,2024-04-16,2024-08-05,111,2203.5,SENS2208,2024-06-08,-6.154254,110.182286,0.44,Severe,4,8
FARM2209,"Bavaria, Germany",Wheat,37.44,5.54,5.18,1081.27,59.18,4.41,Manual,Mixed,40.64,2024-04-22,2024-10-01,162,1800.83,SENS2209,2024-07-08,48.410735,12.161268,0.74,Severe,4,10
FARM2210,"Casablanca-Settat, Morocco",Barley,28.28,5.61,18.14,311.37,75.74,7.26,Sprinkler,Organic,42.3,2024-03-22,2024-08-09,140,2946.97,SENS2210,2024-07-15,32.807325,-7.815556,0.46,Severe,3,8
FARM2211,"Souss-Massa, Morocco",Tomatoes,30.08,5.88,30.56,262.47,73.85,8.28,Manual,Biofertilizer,49.34,2024-03-10,2024-06-18,100,2329.29,SENS2211,2024-06-05,30.998041,-8.621052,0.62,No Disease,3,6
FARM2212,"Pampas, Argentina",Maize,28.97,5.84,9.43,730.4,41.11,6.02,Sprinkler,Mixed,43.94,2024-03-28,2024-07-28,122,1500.0,SENS2212,2024-04-30,-35.26531,-58.103121,0.33,Severe,3,7
FARM2213,"California, USA",Barley,43.26,5.57,34.64,453.18,77.3,7.86,Center Pivot,Mixed,16.23,2024-01-21,2024-05-20,120,1939.03,SENS2213,2024-04-15,37.429903,-118.210678,0.6,No Disease,1,5
FARM2214,"Andalusia, Spain",Olives,17.22,7.48,28.28,263.51,77.65,9.77,Manual,Organic,18.31,2024-04-22,2024-07-31,100,3611.05,SENS2214,2024-07-20,38.243194,-5.068408,0.4,No Disease,4,7
FARM2215,"Nile Delta, Egypt",Wheat,17.58,6.16,33.33,48.94,76.32,6.89,No Irrigation,Biofertilizer,28.65,2024-03-13,2024-07-06,115,2590.73,SENS2215,2024-05-16,30.742002,30.437366,0.38,No Disease,3,7
FARM2216,South Africa Cape,Olives,32.02,7.49,10.35,614.83,89.8,9.15,No Irrigation,Biofertilizer,7.87,2024-03-26,2024-08-28,155,2122.56,SENS2216,2024-05-11,-33.106914,19.366853,0.87,Moderate,3,8
FARM2217,"Murray-Darling, Australia",Tomatoes,15.14,6.21,17.59,338.97,82.88,4.23,No Irrigation,Mixed,11.79,2024-03-18,2024-07-10,114,1500.0,SENS2217,2024-06-13,-32.796453,143.257543,0.38,No Disease,3,7
FARM2218,"Queensland, Australia",Maize,40.87,5.56,17.91,1132.04,77.59,7.93,Drip,Organic,39.55,2024-03-28,2024-08-30,155,3942.1,SENS2218,2024-05-10,-20.021092,146.386863,0.6,Moderate,3,8
FARM2219,"Rabat-Salé-Kénitra, Morocco",Barley,42.25,6.62,20.34,489.96,42.26,6.45,Flood,Inorganic,23.74,2024-03-03,2024-06-20,109,2923.86,SENS2219,2024-04-11,33.543847,-6.765628,0.88,Moderate,3,6
FARM2220,"Casablanca-Settat, Morocco",Wheat,18.3,7.25,28.09,390.52,76.61,8.45,Drip,Inorganic,49.85,2024-03-28,2024-09-13,169,3013.65,SENS2220,2024-06-24,33.326346,-7.43012,0.78,Mild,3,9
FARM2221,"Nile Delta, Egypt",Barley,20.96,7.18,27.44,66.45,76.04,9.98,Drip,Inorganic,16.67,2024-01-20,2024-05-04,105,3660.23,SENS2221,2024-02-29,31.427108,30.377835,0.74,No Disease,1,5
FARM2222,"Fès-Meknès, Morocco",Tomatoes,38.87,6.59,32.61,478.64,51.0,6.03,Center Pivot,Inorganic,22.17,2024-01-01,2024-05-25,145,1774.93,SENS2222,2024-02-10,33.812989,-5.25912,0.88,No Disease,1,5
FARM2223,"Provence, France",Tomatoes,43.73,6.29,31.91,590.64,41.31,5.35,Center Pivot,Biofertilizer,47.54,2024-02-16,2024-06-10,115,3175.78,SENS2223,2024-04-09,44.478499,6.951154,0.31,Mild,2,6
FARM2224,"California, USA",Tomatoes,30.69,7.3,12.2,715.72,74.42,9.83,Flood,Organic,27.94,2024-01-15,2024-05-07,113,3247.44,SENS2224,2024-03-10,34.340207,-121.211215,0.68,No Disease,1,5
FARM2225,"Rabat-Salé-Kénitra, Morocco",Citrus,37.52,5.88,24.31,560.26,72.51,5.2,Center Pivot,Organic,31.25,2024-02-23,2024-06-07,105,6500.0,SENS2225,2024-05-04,33.98426,-6.154041,0.71,No Disease,2,6
FARM2226,"Punjab, India",Barley,38.76,7.19,12.46,499.18,76.85,9.38,Flood,Mixed,19.53,2024-02-13,2024-08-02,171,1802.83,SENS2226,2024-05-17,29.576355,74.273727,0.35,Mild,2,8
FARM2227,Kenya Highlands,Maize,26.28,7.42,23.18,1037.77,78.69,5.86,Center Pivot,Inorganic,6.76,2024-04-09,2024-08-21,134,2722.27,SENS2227,2024-07-31,0.630332,37.460873,0.75,Mild,4,8
FARM2228,"Java, Indonesia",Cotton,39.68,6.07,29.35,2666.06,69.46,4.08,Drip,Organic,45.57,2024-03-25,2024-07-13,110,6021.96,SENS2228,2024-06-07,-6.555705,111.661235,0.63,No Disease,3,7
FARM2229,"Queensland, Australia",Wheat,25.73,7.29,25.15,732.6,79.41,4.76,Center Pivot,Biofertilizer,32.46,2024-04-03,2024-09-26,176,4275.72,SENS2229,2024-07-28,-20.820842,148.559733,0.9,No Disease,4,9
FARM2230,"Marrakech-Safi, Morocco",Citrus,35.34,6.5,25.01,224.37,68.53,8.28,Flood,Organic,39.99,2024-03-23,2024-09-16,177,2089.14,SENS2230,2024-06-01,32.178807,-7.961877,0.46,Mild,3,9
FARM2231,"California, USA",Tomatoes,11.87,6.52,18.55,541.02,58.4,7.21,Manual,Biofertilizer,24.01,2024-04-12,2024-09-12,153,2000.01,SENS2231,2024-06-05,35.313076,-120.216078,0.47,No Disease,4,9
FARM2232,"Souss-Massa, Morocco",Barley,40.67,5.75,33.49,207.73,64.69,6.74,No Irrigation,Biofertilizer,5.37,2024-01-23,2024-06-06,135,1532.97,SENS2232,2024-04-03,29.777147,-8.977952,0.57,Moderate,1,6
FARM2233,"Queensland, Australia",Olives,25.54,6.41,16.72,661.98,78.74,6.66,No Irrigation,Inorganic,6.22,2024-04-28,2024-09-24,149,4985.39,SENS2233,2024-07-16,-22.311409,152.506638,0.73,No Disease,4,9
FARM2234,"Tuscany, Italy",Wheat,18.23,6.36,10.24,688.26,86.41,7.13,No Irrigation,Inorganic,13.64,2024-02-26,2024-07-05,130,1890.86,SENS2234,2024-03-28,43.270857,11.662217,0.46,No Disease,2,7
FARM2235,"Bavaria, Germany",Maize,18.46,5.66,12.2,938.84,41.22,5.51,Sprinkler,Organic,9.12,2024-02-19,2024-06-11,113,2447.59,SENS2235,2024-05-19,48.746518,11.820099,0.5,No Disease,2,6
FARM2236,"Fès-Meknès, Morocco",Olives,40.98,6.3,31.61,384.62,60.04,6.43,No Irrigation,Inorganic,9.41,2024-02-01,2024-07-03,153,1879.82,SENS2236,2024-05-11,34.216294,-4.583609,0.89,No Disease,2,7
FARM2237,"Rabat-Salé-Kénitra, Morocco",Barley,11.57,6.08,15.19,430.45,83.33,6.04,No Irrigation,Biofertilizer,10.57,2024-04-20,2024-09-20,153,2077.88,SENS2237,2024-06-09,33.840886,-6.6807,0.69,Severe,4,9
FARM2238,"California, USA",Tomatoes,27.89,5.98,34.3,307.27,86.62,9.89,Drip,Mixed,41.66,2024-01-12,2024-04-24,103,1976.48,SENS2238,2024-03-19,35.045457,-121.24193,0.49,Moderate,1,4
FARM2239,"Fès-Meknès, Morocco",Citrus,32.98,5.83,33.03,425.66,61.75,7.79,No Irrigation,Biofertilizer,22.34,2024-04-26,2024-08-21,117,1500.0,SENS2239,2024-07-04,33.742306,-4.163863,0.51,No Disease,4,8
FARM2240,"Nile Delta, Egypt",Barley,24.99,6.04,39.24,77.54,69.49,8.09,No Irrigation,Organic,35.71,2024-03-22,2024-09-07,169,1500.0,SENS2240,2024-06-27,31.20644,32.223344,0.81,Mild,3,9
FARM2241,"Tanger-Tétouan, Morocco",Tomatoes,24.47,6.22,26.32,774.14,76.9,8.45,Sprinkler,Mixed,32.32,2024-03-26,2024-09-20,178,4149.95,SENS2241,2024-06-24,35.220247,-5.334466,0.47,Mild,3,9
FARM2242,"Casablanca-Settat, Morocco",Cotton,40.61,5.6,18.64,303.21,65.62,6.89,Sprinkler,Mixed,38.81,2024-03-14,2024-07-13,121,2060.84,SENS2242,2024-05-23,33.217444,-7.314261,0.47,Mild,3,7
FARM2243,"Nile Delta, Egypt",Citrus,18.38,5.89,17.62,35.44,61.01,9.31,Flood,Mixed,38.98,2024-03-18,2024-07-29,133,1500.0,SENS2243,2024-05-03,31.389199,31.429274,0.66,Mild,3,7
FARM2244,North India,Potatoes,34.3,5.64,37.95,646.88,77.26,6.03,Flood,Inorganic,20.81,2024-02-23,2024-08-06,165,1500.0,SENS2244,2024-04-24,31.278771,80.225345,0.37,Moderate,2,8
FARM2245,"California, USA",Cotton,35.35,5.67,32.3,420.96,69.55,6.89,Drip,Biofertilizer,49.01,2024-01-11,2024-06-14,155,2940.88,SENS2245,2024-04-29,34.835916,-121.023072,0.81,Moderate,1,6
FARM2246,"Andalusia, Spain",Citrus,22.18,5.95,26.62,229.85,75.95,6.94,Center Pivot,Mixed,38.8,2024-04-15,2024-09-29,167,2289.45,SENS2246,2024-07-03,38.050286,-5.727845,0.61,No Disease,4,9
FARM2247,"Punjab, India",Olives,36.38,7.0,38.91,586.0,47.79,4.99,No Irrigation,Inorganic,8.19,2024-02-12,2024-05-19,97,2453.24,SENS2247,2024-03-13,31.338419,76.499688,0.49,No Disease,2,5
FARM2248,"Andalusia, Spain",Citrus,17.16,5.62,30.88,477.36,67.3,8.2,Manual,Mixed,49.92,2024-04-18,2024-08-04,108,2441.35,SENS2248,2024-06-27,38.495796,-4.776027,0.52,Mild,4,8
FARM2249,"Nile Delta, Egypt",Cotton,14.3,5.54,29.96,24.24,77.29,5.04,Drip,Mixed,32.26,2024-02-20,2024-08-05,167,2284.99,SENS2249,2024-04-14,30.572899,31.723529,0.47,Moderate,2,8
FARM2250,"Midwest, USA",Potatoes,38.33,5.87,14.42,742.28,54.49,5.1,No Irrigation,Organic,35.34,2024-03-08,2024-07-24,138,3810.47,SENS2250,2024-05-03,42.193585,-88.796684,0.71,No Disease,3,7
FARM2251,"Fès-Meknès, Morocco",Wheat,24.24,6.68,32.96,452.32,49.64,4.8,No Irrigation,Organic,23.25,2024-01-21,2024-07-11,172,1898.61,SENS2251,2024-03-09,33.915601,-5.349743,0.44,No Disease,1,7
FARM2252,"Bavaria, Germany",Barley,43.3,5.72,14.57,1013.69,81.68,7.5,Manual,Organic,11.58,2024-02-20,2024-07-15,146,1768.25,SENS2252,2024-05-18,49.285023,12.092278,0.48,Severe,2,7
FARM2253,"Rabat-Salé-Kénitra, Morocco",Tomatoes,25.71,7.23,22.56,536.93,83.47,6.82,Flood,Inorganic,48.78,2024-04-10,2024-07-29,110,1639.25,SENS2253,2024-05-12,34.191177,-6.757393,0.35,No Disease,4,7
FARM2254,"Marrakech-Safi, Morocco",Olives,14.37,5.84,30.58,245.29,82.61,9.21,Manual,Biofertilizer,35.33,2024-04-12,2024-07-29,108,2697.83,SENS2254,2024-07-06,31.571002,-8.297806,0.7,Mild,4,7
FARM2255,Kenya Highlands,Soybean,41.9,7.41,23.13,1176.08,53.03,7.7,Drip,Mixed,46.55,2024-02-11,2024-07-28,168,4413.33,SENS2255,2024-05-23,-0.992685,36.856501,0.36,No Disease,2,7
FARM2256,"Casablanca-Settat, Morocco",Citrus,12.23,5.63,29.21,314.19,42.14,6.45,No Irrigation,Organic,37.33,2024-01-24,2024-05-09,106,1500.0,SENS2256,2024-03-11,33.093116,-7.884692,0.42,Severe,1,5
FARM2257,"Fès-Meknès, Morocco",Citrus,26.33,6.17,25.81,505.46,70.96,9.87,Drip,Mixed,24.21,2024-02-23,2024-06-22,120,2121.39,SENS2257,2024-05-06,34.187088,-5.117197,0.54,Severe,2,6
FARM2258,"Marrakech-Safi, Morocco",Olives,26.32,5.51,24.57,174.28,60.09,4.63,Flood,Organic,6.09,2024-01-16,2024-06-05,141,4574.48,SENS2258,2024-05-07,31.114328,-8.393673,0.79,Mild,1,6
FARM2259,"Punjab, India",Tomatoes,25.28,6.04,18.89,546.79,75.02,4.76,Sprinkler,Biofertilizer,7.39,2024-02-18,2024-05-29,101,4126.46,SENS2259,2024-05-06,30.019187,75.617895,0.76,No Disease,2,5
FARM2260,"Queensland, Australia",Cotton,23.75,6.5,24.95,749.62,66.43,8.15,Center Pivot,Organic,37.0,2024-02-08,2024-05-15,97,3818.6,SENS2260,2024-05-01,-23.510317,148.742318,0.53,No Disease,2,5
FARM2261,South Africa Cape,Cotton,34.37,7.3,19.07,755.84,75.46,9.83,Sprinkler,Inorganic,33.61,2024-01-02,2024-04-29,118,1500.0,SENS2261,2024-02-18,-33.939454,19.073072,0.88,Severe,1,4
FARM2262,"Midwest, USA",Soybean,17.42,6.54,31.39,808.8,72.44,5.89,Center Pivot,Biofertilizer,37.16,2024-04-25,2024-10-13,171,3735.61,SENS2262,2024-07-01,39.209911,-90.366999,0.89,No Disease,4,10
FARM2263,"California, USA",Tomatoes,13.51,7.02,19.29,436.73,58.27,9.28,Drip,Inorganic,46.71,2024-04-18,2024-07-25,98,2507.01,SENS2263,2024-05-31,35.312134,-121.029743,0.31,Mild,4,7
FARM2264,"Souss-Massa, Morocco",Cotton,21.36,6.75,22.79,203.7,44.65,7.73,Drip,Mixed,17.39,2024-01-12,2024-07-09,179,3363.87,SENS2264,2024-03-03,30.565034,-9.219412,0.31,Mild,1,7
FARM2265,"Tuscany, Italy",Barley,31.4,5.73,7.88,957.34,65.55,6.98,Manual,Mixed,7.72,2024-01-21,2024-07-08,169,3273.24,SENS2265,2024-04-25,43.367672,11.353138,0.66,Mild,1,7
FARM2266,"Provence, France",Barley,43.13,5.64,28.7,537.02,64.31,7.58,Manual,Mixed,16.14,2024-03-11,2024-07-04,115,3107.53,SENS2266,2024-05-16,44.123512,5.007424,0.76,No Disease,3,7
FARM2267,"California, USA",Cotton,44.85,7.29,22.29,317.62,54.63,7.25,Drip,Organic,19.24,2024-04-07,2024-07-29,113,6293.46,SENS2267,2024-05-20,34.081492,-119.762341,0.77,No Disease,4,7
FARM2268,Nigeria North,Cotton,42.84,6.52,30.97,698.29,63.37,8.03,Center Pivot,Mixed,16.76,2024-02-25,2024-08-05,162,4410.7,SENS2268,2024-06-20,11.076486,11.027921,0.49,Moderate,2,8
